"","Month","Particelle.sospese.PM2.5...µg.m.","COMUNE","Year"
"534","giugno",9.76666666666667,"Castrezzato","2020"
"535","luglio",11.2666666666667,"Castrezzato","2020"
"536","maggio",10.3225806451613,"Castrezzato","2020"
"537","marzo",22.2258064516129,"Castrezzato","2020"
"538","novembre",38.3,"Castrezzato","2020"
"539","ottobre",19.741935483871,"Castrezzato","2020"
"540","settembre",15.3,"Castrezzato","2020"
"541","agosto",10.6774193548387,"Cazzago San Martino","2020"
"542","aprile",17.2666666666667,"Cazzago San Martino","2020"
"543","dicembre",28.1935483870968,"Cazzago San Martino","2020"
"544","febbraio",25.5862068965517,"Cazzago San Martino","2020"
"545","gennaio",36.6129032258064,"Cazzago San Martino","2020"
"546","giugno",9.4,"Cazzago San Martino","2020"
"547","luglio",11,"Cazzago San Martino","2020"
"548","maggio",10.5806451612903,"Cazzago San Martino","2020"
"549","marzo",21.1290322580645,"Cazzago San Martino","2020"
"550","novembre",38.9333333333333,"Cazzago San Martino","2020"
"551","ottobre",18.5161290322581,"Cazzago San Martino","2020"
"552","settembre",14,"Cazzago San Martino","2020"
"553","agosto",4.8,"Cedegolo","2020"
"554","aprile",9.3,"Cedegolo","2020"
"555","dicembre",11.9354838709677,"Cedegolo","2020"
"556","febbraio",14.6551724137931,"Cedegolo","2020"
"557","gennaio",20.258064516129,"Cedegolo","2020"
"558","giugno",4.46666666666667,"Cedegolo","2020"
"559","luglio",4.93333333333333,"Cedegolo","2020"
"560","maggio",5.70967741935484,"Cedegolo","2020"
"561","marzo",9.61290322580645,"Cedegolo","2020"
"562","novembre",19.2333333333333,"Cedegolo","2020"
"563","ottobre",6.03225806451613,"Cedegolo","2020"
"564","settembre",6.26666666666667,"Cedegolo","2020"
"565","agosto",9.51612903225806,"Cellatica","2020"
"566","aprile",17.5666666666667,"Cellatica","2020"
"567","dicembre",28,"Cellatica","2020"
"568","febbraio",31.0344827586207,"Cellatica","2020"
"569","gennaio",43.6129032258064,"Cellatica","2020"
"570","giugno",8.86666666666667,"Cellatica","2020"
"571","luglio",10.1666666666667,"Cellatica","2020"
"572","maggio",11.5483870967742,"Cellatica","2020"
"573","marzo",22.741935483871,"Cellatica","2020"
"574","novembre",36.8333333333333,"Cellatica","2020"
"575","ottobre",16.0645161290323,"Cellatica","2020"
"576","settembre",11.5,"Cellatica","2020"
"577","agosto",4.74193548387097,"Cerveno","2020"
"578","aprile",9.83333333333333,"Cerveno","2020"
"579","dicembre",7.09677419354839,"Cerveno","2020"
"580","febbraio",10.551724137931,"Cerveno","2020"
"581","gennaio",13.9032258064516,"Cerveno","2020"
"582","giugno",4.73333333333333,"Cerveno","2020"
"583","luglio",5.43333333333333,"Cerveno","2020"
"584","maggio",5.80645161290323,"Cerveno","2020"
"585","marzo",9.67741935483871,"Cerveno","2020"
"586","novembre",14.7333333333333,"Cerveno","2020"
"587","ottobre",6.58064516129032,"Cerveno","2020"
"588","settembre",6.76666666666667,"Cerveno","2020"
"589","agosto",3.80645161290323,"Ceto","2020"
"590","aprile",7.96666666666667,"Ceto","2020"
"591","dicembre",7.06451612903226,"Ceto","2020"
"592","febbraio",8.24137931034483,"Ceto","2020"
"593","gennaio",11.3870967741935,"Ceto","2020"
"594","giugno",4.36666666666667,"Ceto","2020"
"595","luglio",4.13333333333333,"Ceto","2020"
"596","maggio",5.03225806451613,"Ceto","2020"
"597","marzo",7.48387096774194,"Ceto","2020"
"598","novembre",12.6666666666667,"Ceto","2020"
"599","ottobre",4.12903225806452,"Ceto","2020"
"600","settembre",5.06666666666667,"Ceto","2020"
"601","agosto",3.7,"Cevo","2020"
"602","aprile",7.46666666666667,"Cevo","2020"
"603","dicembre",5.66666666666667,"Cevo","2020"
"604","febbraio",6.37931034482759,"Cevo","2020"
"605","gennaio",8.90322580645161,"Cevo","2020"
"606","giugno",4,"Cevo","2020"
"607","luglio",3.76666666666667,"Cevo","2020"
"608","maggio",4.96774193548387,"Cevo","2020"
"609","marzo",6.90322580645161,"Cevo","2020"
"610","novembre",9.66666666666667,"Cevo","2020"
"611","ottobre",3.93548387096774,"Cevo","2020"
"612","settembre",4.7,"Cevo","2020"
"613","agosto",11.2258064516129,"Chiari","2020"
"614","aprile",16.7,"Chiari","2020"
"615","dicembre",27.5806451612903,"Chiari","2020"
"616","febbraio",19.4137931034483,"Chiari","2020"
"617","gennaio",27.4516129032258,"Chiari","2020"
"618","giugno",9.6,"Chiari","2020"
"619","luglio",11.9666666666667,"Chiari","2020"
"620","maggio",9.35483870967742,"Chiari","2020"
"621","marzo",19.9354838709677,"Chiari","2020"
"622","novembre",37.9666666666667,"Chiari","2020"
"623","ottobre",19.7741935483871,"Chiari","2020"
"624","settembre",16.2,"Chiari","2020"
"625","agosto",13.0322580645161,"Cigole","2020"
"626","aprile",18.1333333333333,"Cigole","2020"
"627","dicembre",30.741935483871,"Cigole","2020"
"628","febbraio",24.3103448275862,"Cigole","2020"
"629","gennaio",33.7096774193548,"Cigole","2020"
"630","giugno",9.93333333333333,"Cigole","2020"
"631","luglio",12.1666666666667,"Cigole","2020"
"632","maggio",10.1290322580645,"Cigole","2020"
"633","marzo",23.3548387096774,"Cigole","2020"
"634","novembre",40.5,"Cigole","2020"
"635","ottobre",23.0645161290323,"Cigole","2020"
"636","settembre",17.1666666666667,"Cigole","2020"
"637","agosto",3.74193548387097,"Cimbergo","2020"
"638","aprile",7.96666666666667,"Cimbergo","2020"
"639","dicembre",6,"Cimbergo","2020"
"640","febbraio",8.51724137931035,"Cimbergo","2020"
"641","gennaio",10.9677419354839,"Cimbergo","2020"
"642","giugno",4.23333333333333,"Cimbergo","2020"
"643","luglio",4.1,"Cimbergo","2020"
"644","maggio",5.03225806451613,"Cimbergo","2020"
"645","marzo",7.45161290322581,"Cimbergo","2020"
"646","novembre",11.8,"Cimbergo","2020"
"647","ottobre",4.03225806451613,"Cimbergo","2020"
"648","settembre",5.03333333333333,"Cimbergo","2020"
"649","agosto",8.06451612903226,"Cividate Camuno","2020"
"650","aprile",19.9666666666667,"Cividate Camuno","2020"
"651","dicembre",29.0322580645161,"Cividate Camuno","2020"
"652","febbraio",44.4827586206897,"Cividate Camuno","2020"
"653","gennaio",60.1612903225806,"Cividate Camuno","2020"
"654","giugno",7.76666666666667,"Cividate Camuno","2020"
"655","luglio",9.4,"Cividate Camuno","2020"
"656","maggio",10.5161290322581,"Cividate Camuno","2020"
"657","marzo",24.2258064516129,"Cividate Camuno","2020"
"658","novembre",37.7,"Cividate Camuno","2020"
"659","ottobre",13.2258064516129,"Cividate Camuno","2020"
"660","settembre",10.9333333333333,"Cividate Camuno","2020"
"661","agosto",10.9032258064516,"Coccaglio","2020"
"662","aprile",17.5666666666667,"Coccaglio","2020"
"663","dicembre",27.6451612903226,"Coccaglio","2020"
"664","febbraio",23.9310344827586,"Coccaglio","2020"
"665","gennaio",34,"Coccaglio","2020"
"666","giugno",9.8,"Coccaglio","2020"
"667","luglio",11.7,"Coccaglio","2020"
"668","maggio",10.4516129032258,"Coccaglio","2020"
"669","marzo",21.3225806451613,"Coccaglio","2020"
"670","novembre",38.5333333333333,"Coccaglio","2020"
"671","ottobre",19.5161290322581,"Coccaglio","2020"
"672","settembre",15.5,"Coccaglio","2020"
"673","agosto",9.25806451612903,"Collebeato","2020"
"674","aprile",17.0333333333333,"Collebeato","2020"
"675","dicembre",25.2258064516129,"Collebeato","2020"
"676","febbraio",29.0689655172414,"Collebeato","2020"
"677","gennaio",41,"Collebeato","2020"
"678","giugno",8.6,"Collebeato","2020"
"679","luglio",9.73333333333333,"Collebeato","2020"
"680","maggio",11.1612903225806,"Collebeato","2020"
"681","marzo",21.6129032258065,"Collebeato","2020"
"682","novembre",34.5666666666667,"Collebeato","2020"
"683","ottobre",14.9032258064516,"Collebeato","2020"
"684","settembre",10.8666666666667,"Collebeato","2020"
"685","agosto",7.12903225806452,"Collio","2020"
"686","aprile",11.1666666666667,"Collio","2020"
"687","dicembre",3.2258064516129,"Collio","2020"
"688","febbraio",10.3448275862069,"Collio","2020"
"689","gennaio",13.8064516129032,"Collio","2020"
"690","giugno",6.73333333333333,"Collio","2020"
"691","luglio",8.23333333333333,"Collio","2020"
"692","maggio",6.93548387096774,"Collio","2020"
"693","marzo",10.9032258064516,"Collio","2020"
"694","novembre",9.56666666666667,"Collio","2020"
"695","ottobre",4.90322580645161,"Collio","2020"
"696","settembre",6.53333333333333,"Collio","2020"
"697","agosto",10.4193548387097,"Cologne","2020"
"698","aprile",16.9333333333333,"Cologne","2020"
"699","dicembre",26.5483870967742,"Cologne","2020"
"700","febbraio",21.1379310344828,"Cologne","2020"
"701","gennaio",29.8064516129032,"Cologne","2020"
"702","giugno",9.56666666666667,"Cologne","2020"
"703","luglio",11.4333333333333,"Cologne","2020"
"704","maggio",9.74193548387097,"Cologne","2020"
"705","marzo",19.8064516129032,"Cologne","2020"
"706","novembre",36.8666666666667,"Cologne","2020"
"707","ottobre",18.5161290322581,"Cologne","2020"
"708","settembre",14.5,"Cologne","2020"
"709","agosto",12,"Comezzano-Cizzago","2020"
"710","aprile",17.8333333333333,"Comezzano-Cizzago","2020"
"711","dicembre",29.6129032258065,"Comezzano-Cizzago","2020"
"712","febbraio",23.2068965517241,"Comezzano-Cizzago","2020"
"713","gennaio",32.258064516129,"Comezzano-Cizzago","2020"
"714","giugno",9.93333333333333,"Comezzano-Cizzago","2020"
"715","luglio",11.7666666666667,"Comezzano-Cizzago","2020"
"716","maggio",10.0645161290323,"Comezzano-Cizzago","2020"
"717","marzo",22.4193548387097,"Comezzano-Cizzago","2020"
"718","novembre",39.5,"Comezzano-Cizzago","2020"
"719","ottobre",20.8387096774194,"Comezzano-Cizzago","2020"
"720","settembre",16.5,"Comezzano-Cizzago","2020"
"721","agosto",8.38709677419355,"Concesio","2020"
"722","aprile",15.8666666666667,"Concesio","2020"
"723","dicembre",19.741935483871,"Concesio","2020"
"724","febbraio",25.8965517241379,"Concesio","2020"
"725","gennaio",37.3870967741936,"Concesio","2020"
"726","giugno",8,"Concesio","2020"
"727","luglio",9.13333333333333,"Concesio","2020"
"728","maggio",9.90322580645161,"Concesio","2020"
"729","marzo",19,"Concesio","2020"
"730","novembre",31,"Concesio","2020"
"731","ottobre",13.6451612903226,"Concesio","2020"
"732","settembre",10.2,"Concesio","2020"
"733","agosto",9.19354838709677,"Corte Franca","2020"
"734","aprile",15.3666666666667,"Corte Franca","2020"
"735","dicembre",24.4838709677419,"Corte Franca","2020"
"736","febbraio",20.1379310344828,"Corte Franca","2020"
"737","gennaio",30.3225806451613,"Corte Franca","2020"
"738","giugno",8.33333333333333,"Corte Franca","2020"
"739","luglio",9.86666666666667,"Corte Franca","2020"
"740","maggio",8.7741935483871,"Corte Franca","2020"
"741","marzo",17.1290322580645,"Corte Franca","2020"
"742","novembre",35.9,"Corte Franca","2020"
"743","ottobre",16.0645161290323,"Corte Franca","2020"
"744","settembre",11.7666666666667,"Corte Franca","2020"
"745","agosto",4.45161290322581,"Corteno Golgi","2020"
"746","aprile",7.36666666666667,"Corteno Golgi","2020"
"747","dicembre",3.93333333333333,"Corteno Golgi","2020"
"748","febbraio",6.20689655172414,"Corteno Golgi","2020"
"749","gennaio",8.87096774193548,"Corteno Golgi","2020"
"750","giugno",4.23333333333333,"Corteno Golgi","2020"
"751","luglio",4.86666666666667,"Corteno Golgi","2020"
"752","maggio",4.93548387096774,"Corteno Golgi","2020"
"753","marzo",6.7741935483871,"Corteno Golgi","2020"
"754","novembre",4.83333333333333,"Corteno Golgi","2020"
"755","ottobre",4.06451612903226,"Corteno Golgi","2020"
"756","settembre",4.93333333333333,"Corteno Golgi","2020"
"757","agosto",12.3870967741935,"Corzano","2020"
"758","aprile",18.5,"Corzano","2020"
"759","dicembre",30.1290322580645,"Corzano","2020"
"760","febbraio",25.6206896551724,"Corzano","2020"
"761","gennaio",35,"Corzano","2020"
"762","giugno",10,"Corzano","2020"
"763","luglio",11.8,"Corzano","2020"
"764","maggio",10.6774193548387,"Corzano","2020"
"765","marzo",23.7741935483871,"Corzano","2020"
"766","novembre",39.9666666666667,"Corzano","2020"
"767","ottobre",21.4838709677419,"Corzano","2020"
"768","settembre",16.7,"Corzano","2020"
"769","agosto",6.03225806451613,"Darfo Boario Terme","2020"
"770","aprile",19.5,"Darfo Boario Terme","2020"
"771","dicembre",13.7096774193548,"Darfo Boario Terme","2020"
"772","febbraio",32.7241379310345,"Darfo Boario Terme","2020"
"773","gennaio",43.7096774193548,"Darfo Boario Terme","2020"
"774","giugno",7.56666666666667,"Darfo Boario Terme","2020"
"775","luglio",7.56666666666667,"Darfo Boario Terme","2020"
"776","maggio",10.741935483871,"Darfo Boario Terme","2020"
"777","marzo",23.0967741935484,"Darfo Boario Terme","2020"
"778","novembre",21.5333333333333,"Darfo Boario Terme","2020"
"779","ottobre",10.6451612903226,"Darfo Boario Terme","2020"
"780","settembre",8.7,"Darfo Boario Terme","2020"
"781","agosto",12.5161290322581,"Dello","2020"
"782","aprile",18.6333333333333,"Dello","2020"
"783","dicembre",31.258064516129,"Dello","2020"
"784","febbraio",28.5172413793103,"Dello","2020"
"785","gennaio",38.6774193548387,"Dello","2020"
"786","giugno",10.0666666666667,"Dello","2020"
"787","luglio",11.9666666666667,"Dello","2020"
"788","maggio",11.3870967741935,"Dello","2020"
"789","marzo",24.9354838709677,"Dello","2020"
"790","novembre",40.3666666666667,"Dello","2020"
"791","ottobre",21.6451612903226,"Dello","2020"
"792","settembre",16.2666666666667,"Dello","2020"
"793","agosto",10.1935483870968,"Desenzano del Garda","2020"
"794","aprile",15.3,"Desenzano del Garda","2020"
"795","dicembre",24.1935483870968,"Desenzano del Garda","2020"
"796","febbraio",24.5862068965517,"Desenzano del Garda","2020"
"797","gennaio",31.6774193548387,"Desenzano del Garda","2020"
"798","giugno",8.4,"Desenzano del Garda","2020"
"799","luglio",9.3,"Desenzano del Garda","2020"
"800","maggio",8.41935483870968,"Desenzano del Garda","2020"
"801","marzo",16.5483870967742,"Desenzano del Garda","2020"
"802","novembre",34.4,"Desenzano del Garda","2020"
"803","ottobre",18.8,"Desenzano del Garda","2020"
"804","settembre",11.3333333333333,"Desenzano del Garda","2020"
"805","agosto",3.9,"Edolo","2020"
"806","aprile",7.16666666666667,"Edolo","2020"
"807","dicembre",5.58064516129032,"Edolo","2020"
"808","febbraio",6.48275862068965,"Edolo","2020"
"809","gennaio",9.19354838709677,"Edolo","2020"
"810","giugno",3.8,"Edolo","2020"
"811","luglio",4.1,"Edolo","2020"
"812","maggio",4.70967741935484,"Edolo","2020"
"813","marzo",6.48387096774194,"Edolo","2020"
"814","novembre",6.8,"Edolo","2020"
"815","ottobre",4.19354838709677,"Edolo","2020"
"816","settembre",4.96666666666667,"Edolo","2020"
"817","agosto",10.4193548387097,"Erbusco","2020"
"818","aprile",16.8666666666667,"Erbusco","2020"
"819","dicembre",27.0967741935484,"Erbusco","2020"
"820","febbraio",22.6896551724138,"Erbusco","2020"
"821","gennaio",32.9354838709677,"Erbusco","2020"
"822","giugno",9.13333333333333,"Erbusco","2020"
"823","luglio",10.9,"Erbusco","2020"
"824","maggio",9.67741935483871,"Erbusco","2020"
"825","marzo",19.3225806451613,"Erbusco","2020"
"826","novembre",37.8,"Erbusco","2020"
"827","ottobre",18.1290322580645,"Erbusco","2020"
"828","settembre",13.7333333333333,"Erbusco","2020"
"829","agosto",5.83870967741935,"Esine","2020"
"830","aprile",15.7666666666667,"Esine","2020"
"831","dicembre",9.70967741935484,"Esine","2020"
"832","febbraio",26.4827586206897,"Esine","2020"
"833","gennaio",35.0967741935484,"Esine","2020"
"834","giugno",6.9,"Esine","2020"
"835","luglio",7.03333333333333,"Esine","2020"
"836","maggio",9.06451612903226,"Esine","2020"
"837","marzo",18,"Esine","2020"
"838","novembre",16.0333333333333,"Esine","2020"
"839","ottobre",7.80645161290323,"Esine","2020"
"840","settembre",7.53333333333333,"Esine","2020"
"841","agosto",11.8064516129032,"Fiesse","2020"
"842","aprile",15.8333333333333,"Fiesse","2020"
"843","dicembre",28.5806451612903,"Fiesse","2020"
"844","febbraio",19.6551724137931,"Fiesse","2020"
"845","gennaio",28.1612903225806,"Fiesse","2020"
"846","giugno",8.73333333333333,"Fiesse","2020"
"847","luglio",10.7,"Fiesse","2020"
"848","maggio",8.54838709677419,"Fiesse","2020"
"849","marzo",19.9677419354839,"Fiesse","2020"
"850","novembre",37.5666666666667,"Fiesse","2020"
"851","ottobre",22.5161290322581,"Fiesse","2020"
"852","settembre",15.3,"Fiesse","2020"
"853","agosto",11.6451612903226,"Flero","2020"
"854","aprile",19.3666666666667,"Flero","2020"
"855","dicembre",33.3870967741936,"Flero","2020"
"856","febbraio",34.6896551724138,"Flero","2020"
"857","gennaio",47.3870967741936,"Flero","2020"
"858","giugno",10.0333333333333,"Flero","2020"
"859","luglio",11.5,"Flero","2020"
"860","maggio",13.0967741935484,"Flero","2020"
"861","marzo",26.9032258064516,"Flero","2020"
"862","novembre",42.1666666666667,"Flero","2020"
"863","ottobre",20.1935483870968,"Flero","2020"
"864","settembre",14.6,"Flero","2020"
"865","agosto",12.258064516129,"Gambara","2020"
"866","aprile",16.5,"Gambara","2020"
"867","dicembre",28.8064516129032,"Gambara","2020"
"868","febbraio",21.1034482758621,"Gambara","2020"
"869","gennaio",29.7096774193548,"Gambara","2020"
"870","giugno",8.96666666666667,"Gambara","2020"
"871","luglio",11,"Gambara","2020"
"872","maggio",8.90322580645161,"Gambara","2020"
"873","marzo",20.8709677419355,"Gambara","2020"
"874","novembre",38.1,"Gambara","2020"
"875","ottobre",22.4516129032258,"Gambara","2020"
"876","settembre",15.8333333333333,"Gambara","2020"
"877","agosto",7,"Gardone Riviera","2020"
"878","aprile",12.2333333333333,"Gardone Riviera","2020"
"879","dicembre",14.1935483870968,"Gardone Riviera","2020"
"880","febbraio",9.89655172413793,"Gardone Riviera","2020"
"881","gennaio",13.9354838709677,"Gardone Riviera","2020"
"882","giugno",6.23333333333333,"Gardone Riviera","2020"
"883","luglio",7.06666666666667,"Gardone Riviera","2020"
"884","maggio",6.93548387096774,"Gardone Riviera","2020"
"885","marzo",10.5483870967742,"Gardone Riviera","2020"
"886","novembre",26.2666666666667,"Gardone Riviera","2020"
"887","ottobre",11.9333333333333,"Gardone Riviera","2020"
"888","settembre",8.36666666666667,"Gardone Riviera","2020"
"889","agosto",7.67741935483871,"Gardone Val Trompia","2020"
"890","aprile",15.5,"Gardone Val Trompia","2020"
"891","dicembre",10.1290322580645,"Gardone Val Trompia","2020"
"892","febbraio",20.4827586206897,"Gardone Val Trompia","2020"
"893","gennaio",29.4193548387097,"Gardone Val Trompia","2020"
"894","giugno",8.06666666666667,"Gardone Val Trompia","2020"
"895","luglio",8.66666666666667,"Gardone Val Trompia","2020"
"896","maggio",8.83870967741935,"Gardone Val Trompia","2020"
"897","marzo",16.5806451612903,"Gardone Val Trompia","2020"
"898","novembre",21.5333333333333,"Gardone Val Trompia","2020"
"899","ottobre",10.3225806451613,"Gardone Val Trompia","2020"
"900","settembre",8.63333333333333,"Gardone Val Trompia","2020"
"901","agosto",5.83870967741935,"Gargnano","2020"
"902","aprile",11.6,"Gargnano","2020"
"903","dicembre",10.1333333333333,"Gargnano","2020"
"904","febbraio",7.96551724137931,"Gargnano","2020"
"905","gennaio",11.2258064516129,"Gargnano","2020"
"906","giugno",5.8,"Gargnano","2020"
"907","luglio",6.23333333333333,"Gargnano","2020"
"908","maggio",6.61290322580645,"Gargnano","2020"
"909","marzo",9.70967741935484,"Gargnano","2020"
"910","novembre",20.8666666666667,"Gargnano","2020"
"911","ottobre",9.35483870967742,"Gargnano","2020"
"912","settembre",7.46666666666667,"Gargnano","2020"
"913","agosto",8.58064516129032,"Gavardo","2020"
"914","aprile",14.7666666666667,"Gavardo","2020"
"915","dicembre",19.7096774193548,"Gavardo","2020"
"916","febbraio",18.9655172413793,"Gavardo","2020"
"917","gennaio",27.3870967741935,"Gavardo","2020"
"918","giugno",7.3,"Gavardo","2020"
"919","luglio",8.6,"Gavardo","2020"
"920","maggio",8.03225806451613,"Gavardo","2020"
"921","marzo",14.6129032258065,"Gavardo","2020"
"922","novembre",30.2333333333333,"Gavardo","2020"
"923","ottobre",12.9032258064516,"Gavardo","2020"
"924","settembre",9.86666666666667,"Gavardo","2020"
"925","agosto",11.9354838709677,"Ghedi","2020"
"926","aprile",17.9333333333333,"Ghedi","2020"
"927","dicembre",30.0322580645161,"Ghedi","2020"
"928","febbraio",26.6896551724138,"Ghedi","2020"
"929","gennaio",36.4516129032258,"Ghedi","2020"
"930","giugno",9.23333333333333,"Ghedi","2020"
"931","luglio",11.0666666666667,"Ghedi","2020"
"932","maggio",10.6774193548387,"Ghedi","2020"
"933","marzo",23.258064516129,"Ghedi","2020"
"934","novembre",38.5666666666667,"Ghedi","2020"
"935","ottobre",20.6774193548387,"Ghedi","2020"
"936","settembre",14.2333333333333,"Ghedi","2020"
"937","agosto",5.41935483870968,"Gianico","2020"
"938","aprile",17.0333333333333,"Gianico","2020"
"939","dicembre",8.67741935483871,"Gianico","2020"
"940","febbraio",24.6206896551724,"Gianico","2020"
"941","gennaio",32.5483870967742,"Gianico","2020"
"942","giugno",7.2,"Gianico","2020"
"943","luglio",6.53333333333333,"Gianico","2020"
"944","maggio",9.61290322580645,"Gianico","2020"
"945","marzo",19.5483870967742,"Gianico","2020"
"946","novembre",15.1,"Gianico","2020"
"947","ottobre",7.80645161290323,"Gianico","2020"
"948","settembre",7.26666666666667,"Gianico","2020"
"949","agosto",12.6129032258065,"Gottolengo","2020"
"950","aprile",17.3,"Gottolengo","2020"
"951","dicembre",29.9032258064516,"Gottolengo","2020"
"952","febbraio",22.2068965517241,"Gottolengo","2020"
"953","gennaio",30.5806451612903,"Gottolengo","2020"
"954","giugno",9.4,"Gottolengo","2020"
"955","luglio",11.5666666666667,"Gottolengo","2020"
"956","maggio",9.41935483870968,"Gottolengo","2020"
"957","marzo",22.0967741935484,"Gottolengo","2020"
"958","novembre",39.1333333333333,"Gottolengo","2020"
"959","ottobre",22.3870967741935,"Gottolengo","2020"
"960","settembre",16,"Gottolengo","2020"
"961","agosto",9.51612903225806,"Gussago","2020"
"962","aprile",17.2666666666667,"Gussago","2020"
"963","dicembre",25.8064516129032,"Gussago","2020"
"964","febbraio",29.2758620689655,"Gussago","2020"
"965","gennaio",41.6774193548387,"Gussago","2020"
"966","giugno",8.9,"Gussago","2020"
"967","luglio",10.4666666666667,"Gussago","2020"
"968","maggio",11.0645161290323,"Gussago","2020"
"969","marzo",21.8064516129032,"Gussago","2020"
"970","novembre",36.5,"Gussago","2020"
"971","ottobre",16.1290322580645,"Gussago","2020"
"972","settembre",11.8666666666667,"Gussago","2020"
"973","agosto",6.16129032258065,"Idro","2020"
"974","aprile",11.3333333333333,"Idro","2020"
"975","dicembre",7.45161290322581,"Idro","2020"
"976","febbraio",11.1724137931034,"Idro","2020"
"977","gennaio",15.6774193548387,"Idro","2020"
"978","giugno",5.66666666666667,"Idro","2020"
"979","luglio",6.66666666666667,"Idro","2020"
"980","maggio",6.54838709677419,"Idro","2020"
"981","marzo",10,"Idro","2020"
"982","novembre",16.2333333333333,"Idro","2020"
"983","ottobre",8.29032258064516,"Idro","2020"
"984","settembre",7.53333333333333,"Idro","2020"
"985","agosto",4.58620689655172,"Incudine","2020"
"986","aprile",7.06666666666667,"Incudine","2020"
"987","dicembre",8.10344827586207,"Incudine","2020"
"988","febbraio",8.31034482758621,"Incudine","2020"
"989","gennaio",12.3870967741935,"Incudine","2020"
"990","giugno",3.66666666666667,"Incudine","2020"
"991","luglio",4.4,"Incudine","2020"
"992","maggio",4.70967741935484,"Incudine","2020"
"993","marzo",6.61290322580645,"Incudine","2020"
"994","novembre",8.03333333333333,"Incudine","2020"
"995","ottobre",5.43333333333333,"Incudine","2020"
"996","settembre",5.82758620689655,"Incudine","2020"
"997","agosto",7.06451612903226,"Irma","2020"
"998","aprile",12.8666666666667,"Irma","2020"
"999","dicembre",7.23333333333333,"Irma","2020"
"1000","febbraio",14.1034482758621,"Irma","2020"
"1001","gennaio",18,"Irma","2020"
"1002","giugno",6.63333333333333,"Irma","2020"
"1003","luglio",8,"Irma","2020"
"1004","maggio",7.64516129032258,"Irma","2020"
"1005","marzo",13.0645161290323,"Irma","2020"
"1006","novembre",16.8333333333333,"Irma","2020"
"1007","ottobre",7.90322580645161,"Irma","2020"
"1008","settembre",7.5,"Irma","2020"
"1009","agosto",8.70967741935484,"Iseo","2020"
"1010","aprile",15.0666666666667,"Iseo","2020"
"1011","dicembre",18.8387096774194,"Iseo","2020"
"1012","febbraio",19.448275862069,"Iseo","2020"
"1013","gennaio",28.6774193548387,"Iseo","2020"
"1014","giugno",7.86666666666667,"Iseo","2020"
"1015","luglio",9.5,"Iseo","2020"
"1016","maggio",8.45161290322581,"Iseo","2020"
"1017","marzo",16.3548387096774,"Iseo","2020"
"1018","novembre",31.1333333333333,"Iseo","2020"
"1019","ottobre",14.6774193548387,"Iseo","2020"
"1020","settembre",11.2,"Iseo","2020"
"1021","agosto",12.6774193548387,"Isorella","2020"
"1022","aprile",17.2666666666667,"Isorella","2020"
"1023","dicembre",29.9677419354839,"Isorella","2020"
"1024","febbraio",22,"Isorella","2020"
"1025","gennaio",30.1612903225806,"Isorella","2020"
"1026","giugno",9.3,"Isorella","2020"
"1027","luglio",11.4666666666667,"Isorella","2020"
"1028","maggio",9.2258064516129,"Isorella","2020"
"1029","marzo",21.6774193548387,"Isorella","2020"
"1030","novembre",39.1,"Isorella","2020"
"1031","ottobre",22.1612903225806,"Isorella","2020"
"1032","settembre",15.5666666666667,"Isorella","2020"
"1033","agosto",5.61290322580645,"Lavenone","2020"
"1034","aprile",11,"Lavenone","2020"
"1035","dicembre",6.67741935483871,"Lavenone","2020"
"1036","febbraio",10.3793103448276,"Lavenone","2020"
"1037","gennaio",14.1290322580645,"Lavenone","2020"
"1038","giugno",5.8,"Lavenone","2020"
"1039","luglio",6.46666666666667,"Lavenone","2020"
"1040","maggio",6.48387096774194,"Lavenone","2020"
"1041","marzo",10.0967741935484,"Lavenone","2020"
"1042","novembre",15.7666666666667,"Lavenone","2020"
"1043","ottobre",7.12903225806452,"Lavenone","2020"
"1044","settembre",6.86666666666667,"Lavenone","2020"
"1045","agosto",12.6451612903226,"Leno","2020"
"1046","aprile",18.2333333333333,"Leno","2020"
"1047","dicembre",30.7741935483871,"Leno","2020"
"1048","febbraio",25.5862068965517,"Leno","2020"
"1049","gennaio",35.0322580645161,"Leno","2020"
"1050","giugno",9.7,"Leno","2020"
"1051","luglio",11.7,"Leno","2020"
"1052","maggio",10.6774193548387,"Leno","2020"
"1053","marzo",23.7741935483871,"Leno","2020"
"1054","novembre",39.8,"Leno","2020"
"1055","ottobre",21.9677419354839,"Leno","2020"
"1056","settembre",15.8666666666667,"Leno","2020"
"1057","agosto",5.74193548387097,"Limone sul Garda","2020"
"1058","aprile",11.1,"Limone sul Garda","2020"
"1059","dicembre",9.31034482758621,"Limone sul Garda","2020"
"1060","febbraio",6.68965517241379,"Limone sul Garda","2020"
"1061","gennaio",9.41935483870968,"Limone sul Garda","2020"
"1062","giugno",5.53333333333333,"Limone sul Garda","2020"
"1063","luglio",6.4,"Limone sul Garda","2020"
"1064","maggio",6.25806451612903,"Limone sul Garda","2020"
"1065","marzo",9.09677419354839,"Limone sul Garda","2020"
"1066","novembre",17,"Limone sul Garda","2020"
"1067","ottobre",7.87096774193548,"Limone sul Garda","2020"
"1068","settembre",6.93333333333333,"Limone sul Garda","2020"
"1069","agosto",6.58064516129032,"Lodrino","2020"
"1070","aprile",13.8666666666667,"Lodrino","2020"
